,Year,Rk,Team,W,L,MOV,ORtg,DRtg,NRtg,FTr,3PAr,TS%,eFG%,TOV%,ORB%,DRB%,FT/FGA,Won Championship,Rounds Played
173,1999,28.0,Los Angeles Clippers,9.0,41.0,-8.82,100.0,109.7,-9.7,0.306,0.167,0.497,0.454,14.9,30.6,66.9,0.22,0,0
174,1999,29.0,Chicago Bulls,13.0,37.0,-9.46,92.4,103.0,-10.6,0.309,0.159,0.47,0.424,15.1,26.8,71.7,0.219,0,0
176,2000,1.0,Los Angeles Lakers,67.0,15.0,8.55,107.3,98.2,9.1,0.346,0.153,0.525,0.484,12.7,30.6,73.1,0.241,1,4
177,2000,2.0,Portland Trail Blazers,59.0,23.0,6.4,107.9,100.8,7.1,0.316,0.175,0.546,0.501,14.5,30.3,72.4,0.24,0,0
178,2000,3.0,San Antonio Spurs,53.0,29.0,5.94,105.0,98.6,6.4,0.346,0.138,0.535,0.488,14.3,27.8,73.0,0.258,0,1
179,2000,4.0,Phoenix Suns,53.0,29.0,5.22,104.6,99.0,5.6,0.286,0.184,0.532,0.491,15.2,29.3,70.5,0.217,0,2
180,2000,5.0,Utah Jazz,55.0,27.0,4.46,107.3,102.3,5.0,0.337,0.134,0.54,0.49,14.3,29.5,73.2,0.26,0,2
181,2000,6.0,Indiana Pacers,56.0,26.0,4.6,108.5,103.6,4.9,0.302,0.224,0.552,0.503,13.3,24.9,71.5,0.245,0,4
182,2000,7.0,Miami Heat,52.0,30.0,3.11,104.5,101.0,3.5,0.283,0.186,0.533,0.495,14.5,28.2,72.9,0.208,0,2
183,2000,8.0,Sacramento Kings,44.0,38.0,2.91,105.0,102.1,2.9,0.277,0.227,0.526,0.486,13.9,27.7,69.7,0.209,0,1
184,2000,9.0,Charlotte Hornets,49.0,33.0,2.67,104.3,101.4,2.9,0.376,0.153,0.53,0.475,13.7,25.7,73.2,0.285,0,1
185,2000,10.0,Minnesota Timberwolves,50.0,32.0,2.52,106.1,103.4,2.7,0.256,0.104,0.525,0.485,12.9,29.4,73.0,0.2,0,1
186,2000,11.0,New York Knicks,50.0,32.0,1.46,102.5,100.9,1.6,0.283,0.147,0.527,0.482,14.4,24.7,73.1,0.221,0,3
187,2000,12.0,Detroit Pistons,42.0,40.0,1.44,107.3,105.8,1.5,0.378,0.184,0.548,0.492,14.3,26.8,71.6,0.295,0,1
188,2000,13.0,Philadelphia 76ers,49.0,33.0,1.34,101.5,100.0,1.5,0.329,0.095,0.501,0.457,14.2,31.4,69.9,0.233,0,2
189,2000,14.0,Seattle SuperSonics,45.0,37.0,0.95,105.6,104.6,1.0,0.282,0.232,0.52,0.487,12.9,28.5,69.6,0.196,0,1
190,2000,15.0,Orlando Magic,41.0,41.0,0.68,102.4,101.7,0.7,0.305,0.124,0.516,0.473,15.4,31.6,69.9,0.224,0,0
191,2000,16.0,Milwaukee Bucks,42.0,40.0,0.22,108.2,107.9,0.3,0.29,0.157,0.539,0.494,13.8,30.0,69.6,0.228,0,1
192,2000,17.0,Toronto Raptors,45.0,37.0,-0.16,104.7,104.9,-0.2,0.3,0.17,0.511,0.464,12.7,30.1,71.8,0.23,0,1
193,2000,18.0,Dallas Mavericks,40.0,42.0,-0.57,106.6,107.2,-0.6,0.248,0.188,0.532,0.49,12.6,25.5,66.1,0.2,0,0
194,2000,19.0,Boston Celtics,35.0,47.0,-0.76,104.8,105.6,-0.8,0.316,0.183,0.52,0.474,13.8,30.4,73.8,0.236,0,0
195,2000,20.0,Houston Rockets,34.0,48.0,-0.87,104.8,105.7,-0.9,0.322,0.244,0.536,0.494,15.8,29.1,71.6,0.236,0,0
196,2000,21.0,New Jersey Nets,31.0,51.0,-1.04,105.1,106.3,-1.2,0.297,0.2,0.517,0.468,12.6,28.1,67.2,0.233,0,0
197,2000,22.0,Denver Nuggets,35.0,47.0,-2.12,103.5,105.8,-2.3,0.306,0.202,0.517,0.476,14.0,29.2,71.6,0.222,0,0
198,2000,23.0,Washington Wizards,29.0,53.0,-3.28,103.5,107.0,-3.5,0.315,0.133,0.521,0.476,14.8,30.6,71.7,0.234,0,0
199,2000,24.0,Cleveland Cavaliers,32.0,50.0,-3.5,100.4,104.0,-3.6,0.327,0.136,0.516,0.468,15.6,28.1,71.2,0.245,0,0
200,2000,25.0,Atlanta Hawks,28.0,54.0,-5.38,102.0,107.9,-5.9,0.292,0.12,0.503,0.46,14.1,31.7,71.0,0.217,0,0
201,2000,26.0,Vancouver Grizzlies,22.0,60.0,-5.62,102.3,108.5,-6.2,0.32,0.139,0.524,0.474,15.8,30.1,70.6,0.247,0,0
202,2000,27.0,Golden State Warriors,19.0,63.0,-8.27,99.8,108.4,-8.6,0.301,0.15,0.484,0.444,13.9,32.6,69.1,0.21,0,0
203,2000,28.0,Chicago Bulls,17.0,65.0,-9.4,94.2,104.6,-10.4,0.338,0.167,0.49,0.443,18.0,29.9,69.9,0.24,0,0
204,2000,29.0,Los Angeles Clippers,15.0,67.0,-11.52,97.8,110.1,-12.3,0.27,0.188,0.499,0.458,14.9,26.1,69.6,0.202,0,0
206,2001,1.0,San Antonio Spurs,58.0,24.0,7.76,106.6,98.0,8.6,0.374,0.175,0.541,0.496,13.6,27.1,73.7,0.267,0,3
207,2001,2.0,Sacramento Kings,55.0,27.0,5.82,105.6,99.6,6.0,0.298,0.194,0.529,0.484,13.4,27.2,70.7,0.23,0,2
208,2001,3.0,Utah Jazz,53.0,29.0,4.7,107.6,102.4,5.2,0.363,0.135,0.546,0.497,15.1,30.2,73.2,0.273,0,1
209,2001,4.0,Philadelphia 76ers,56.0,26.0,4.28,103.6,98.9,4.7,0.351,0.124,0.518,0.468,14.7,31.2,72.5,0.262,0,4
210,2001,5.0,Portland Trail Blazers,50.0,32.0,4.2,106.5,101.8,4.7,0.296,0.165,0.539,0.497,14.8,30.0,72.4,0.225,0,0
211,2001,6.0,Dallas Mavericks,53.0,29.0,4.28,107.1,102.6,4.5,0.291,0.202,0.544,0.498,13.1,24.1,70.7,0.231,0,2
212,2001,7.0,Milwaukee Bucks,52.0,30.0,3.88,108.8,104.6,4.2,0.276,0.218,0.542,0.499,12.8,28.1,71.1,0.217,0,3
213,2001,8.0,Los Angeles Lakers,56.0,26.0,3.38,108.4,104.8,3.6,0.349,0.191,0.535,0.498,13.3,31.1,72.5,0.238,1,4
214,2001,9.0,New York Knicks,48.0,34.0,2.63,101.2,98.2,3.0,0.279,0.18,0.523,0.476,14.6,24.2,74.3,0.222,0,1
215,2001,10.0,Miami Heat,50.0,32.0,2.29,101.1,98.5,2.6,0.299,0.221,0.515,0.469,13.7,24.3,72.7,0.227,0,1
216,2001,11.0,Toronto Raptors,47.0,35.0,2.26,105.9,103.4,2.5,0.285,0.167,0.51,0.468,12.1,30.8,73.2,0.213,0,2
217,2001,12.0,Houston Rockets,45.0,37.0,2.29,106.7,104.2,2.5,0.321,0.217,0.538,0.492,14.0,27.5,71.9,0.244,0,0
218,2001,13.0,Charlotte Hornets,46.0,36.0,2.1,101.8,99.5,2.3,0.33,0.151,0.506,0.457,13.7,29.8,74.5,0.246,0,2
219,2001,14.0,Phoenix Suns,51.0,31.0,2.21,100.3,98.0,2.3,0.292,0.156,0.506,0.46,14.1,27.3,73.7,0.221,0,1
220,2001,15.0,Minnesota Timberwolves,47.0,35.0,1.35,105.2,103.7,1.5,0.253,0.131,0.523,0.482,13.0,28.6,71.9,0.199,0,1
221,2001,16.0,Orlando Magic,43.0,39.0,0.99,103.2,102.1,1.1,0.301,0.196,0.513,0.474,13.8,29.1,69.8,0.215,0,1
222,2001,17.0,Seattle SuperSonics,44.0,38.0,0.02,105.6,105.6,0.0,0.299,0.176,0.53,0.491,14.3,29.1,69.8,0.219,0,0
223,2001,18.0,Indiana Pacers,41.0,41.0,-0.2,102.0,102.2,-0.2,0.312,0.18,0.519,0.471,14.5,27.0,71.4,0.239,0,1
224,2001,19.0,Detroit Pistons,32.0,50.0,-1.7,100.0,101.8,-1.8,0.325,0.162,0.498,0.453,14.2,29.3,72.2,0.234,0,0
225,2001,20.0,Boston Celtics,36.0,46.0,-2.13,101.4,103.7,-2.3,0.338,0.252,0.521,0.473,14.7,25.3,72.7,0.25,0,0
226,2001,21.0,Denver Nuggets,40.0,42.0,-2.46,103.7,106.3,-2.6,0.286,0.21,0.511,0.47,12.8,28.3,71.8,0.211,0,0
227,2001,22.0,Los Angeles Clippers,31.0,51.0,-2.89,101.3,104.5,-3.2,0.319,0.164,0.514,0.476,14.9,28.3,71.1,0.221,0,0
228,2001,23.0,Cleveland Cavaliers,30.0,52.0,-4.24,100.3,104.9,-4.6,0.312,0.101,0.509,0.459,15.4,29.7,71.1,0.239,0,0
229,2001,24.0,New Jersey Nets,26.0,56.0,-5.05,100.0,105.5,-5.5,0.328,0.165,0.504,0.452,13.9,25.7,70.0,0.249,0,0
230,2001,25.0,Atlanta Hawks,25.0,57.0,-5.21,98.7,104.3,-5.6,0.272,0.14,0.5,0.456,15.5,28.9,70.8,0.206,0,0
231,2001,26.0,Vancouver Grizzlies,23.0,59.0,-5.73,99.6,105.8,-6.2,0.289,0.145,0.51,0.464,14.9,26.1,69.8,0.223,0,0
232,2001,27.0,Washington Wizards,19.0,63.0,-6.67,100.6,107.8,-7.2,0.348,0.131,0.514,0.46,15.7,29.7,71.8,0.264,0,0
233,2001,28.0,Golden State Warriors,17.0,65.0,-9.05,97.8,107.4,-9.6,0.282,0.134,0.47,0.429,13.9,33.3,69.7,0.199,0,0
234,2001,29.0,Chicago Bulls,15.0,67.0,-9.1,97.2,107.3,-10.1,0.298,0.148,0.495,0.45,15.1,26.6,70.3,0.22,0,0
236,2002,1.0,Sacramento Kings,61.0,21.0,7.61,109.0,101.1,7.9,0.308,0.166,0.539,0.497,12.4,27.9,71.7,0.231,0,3
237,2002,2.0,Los Angeles Lakers,58.0,24.0,7.12,109.4,101.7,7.7,0.313,0.21,0.534,0.498,11.8,28.8,72.0,0.218,1,4
238,2002,3.0,San Antonio Spurs,58.0,24.0,6.21,106.5,99.7,6.8,0.353,0.19,0.539,0.492,13.8,27.2,71.9,0.262,0,2
239,2002,4.0,New Jersey Nets,52.0,30.0,4.16,104.0,99.5,4.5,0.28,0.175,0.515,0.476,13.4,29.2,71.6,0.206,0,4
240,2002,5.0,Dallas Mavericks,57.0,25.0,4.26,112.2,107.7,4.5,0.288,0.237,0.553,0.507,11.3,26.1,70.7,0.232,0,2
241,2002,6.0,Minnesota Timberwolves,50.0,32.0,3.38,109.0,105.3,3.7,0.255,0.152,0.532,0.49,12.5,31.3,73.7,0.203,0,1
242,2002,7.0,Portland Trail Blazers,49.0,33.0,2.99,107.4,104.0,3.4,0.285,0.198,0.528,0.485,13.5,31.8,73.3,0.218,0,0
243,2002,8.0,Seattle SuperSonics,45.0,37.0,3.02,108.9,105.6,3.3,0.25,0.193,0.54,0.505,13.2,29.4,68.1,0.189,0,1
244,2002,9.0,Boston Celtics,49.0,33.0,2.21,103.4,101.0,2.4,0.291,0.289,0.52,0.476,12.8,24.1,72.9,0.223,0,3
245,2002,10.0,Detroit Pistons,50.0,32.0,2.13,104.8,102.4,2.4,0.31,0.24,0.54,0.497,14.3,24.4,70.5,0.235,0,2
246,2002,11.0,Philadelphia 76ers,43.0,39.0,1.6,102.1,100.3,1.8,0.327,0.111,0.507,0.452,14.6,31.7,72.1,0.255,0,1
247,2002,12.0,Orlando Magic,44.0,38.0,1.57,107.0,105.3,1.7,0.278,0.241,0.533,0.493,12.6,26.3,69.2,0.21,0,1
248,2002,13.0,Utah Jazz,44.0,38.0,0.89,105.6,104.6,1.0,0.381,0.132,0.529,0.472,15.4,33.5,71.7,0.291,0,1
249,2002,14.0,Charlotte Hornets,44.0,38.0,0.96,104.3,103.3,1.0,0.32,0.151,0.513,0.466,13.3,30.6,72.2,0.238,0,2
250,2002,15.0,Indiana Pacers,42.0,40.0,0.27,104.1,103.8,0.3,0.328,0.182,0.527,0.477,14.2,27.0,71.0,0.253,0,1
251,2002,16.0,Milwaukee Bucks,41.0,41.0,-0.22,106.9,107.1,-0.2,0.269,0.241,0.544,0.507,13.6,25.6,70.9,0.201,0,0
252,2002,17.0,Los Angeles Clippers,39.0,43.0,-0.46,105.5,106.0,-0.5,0.304,0.172,0.519,0.476,13.8,31.3,69.9,0.225,0,0
253,2002,18.0,Toronto Raptors,42.0,40.0,-0.44,102.6,103.1,-0.5,0.255,0.165,0.501,0.463,13.6,31.4,70.1,0.189,0,1
254,2002,19.0,Phoenix Suns,36.0,46.0,-0.68,103.3,104.0,-0.7,0.235,0.158,0.51,0.472,13.6,30.1,70.2,0.18,0,0
255,2002,20.0,Washington Wizards,37.0,45.0,-1.4,104.8,106.4,-1.6,0.28,0.118,0.508,0.464,12.5,30.7,71.4,0.214,0,0
256,2002,21.0,Miami Heat,36.0,46.0,-1.54,98.5,100.2,-1.7,0.268,0.141,0.501,0.463,14.6,26.6,74.0,0.194,0,0
257,2002,22.0,Cleveland Cavaliers,29.0,53.0,-3.33,104.6,108.2,-3.6,0.301,0.156,0.524,0.477,13.8,28.9,72.8,0.232,0,0
258,2002,23.0,New York Knicks,30.0,52.0,-3.99,101.5,105.9,-4.4,0.274,0.206,0.514,0.468,14.0,25.6,71.9,0.216,0,0
259,2002,24.0,Atlanta Hawks,33.0,49.0,-4.23,101.8,106.4,-4.6,0.294,0.181,0.517,0.471,14.6,27.5,70.9,0.225,0,0
260,2002,25.0,Houston Rockets,28.0,54.0,-4.89,103.1,108.6,-5.5,0.286,0.223,0.507,0.465,13.4,29.0,69.8,0.211,0,0
261,2002,26.0,Golden State Warriors,21.0,61.0,-5.4,102.8,108.5,-5.7,0.335,0.142,0.499,0.452,14.7,35.3,69.4,0.242,0,0
262,2002,27.0,Denver Nuggets,27.0,55.0,-5.82,101.4,107.8,-6.4,0.256,0.187,0.495,0.455,13.6,30.6,69.9,0.19,0,0
263,2002,28.0,Memphis Grizzlies,23.0,59.0,-7.44,98.2,106.3,-8.1,0.288,0.168,0.501,0.462,15.4,27.8,68.0,0.204,0,0
264,2002,29.0,Chicago Bulls,21.0,61.0,-8.54,98.2,107.6,-9.4,0.302,0.134,0.499,0.456,14.6,26.6,71.4,0.218,0,0
266,2003,1.0,Dallas Mavericks,60.0,22.0,7.78,110.7,102.3,8.4,0.257,0.239,0.543,0.498,10.9,25.4,70.9,0.213,0,3
267,2003,2.0,Sacramento Kings,59.0,23.0,6.5,105.9,99.1,6.8,0.262,0.184,0.535,0.499,13.3,25.6,70.6,0.196,0,2
268,2003,3.0,San Antonio Spurs,60.0,22.0,5.41,105.6,99.7,5.9,0.348,0.202,0.541,0.497,15.1,28.8,71.3,0.253,1,4
269,2003,4.0,New Jersey Nets,49.0,33.0,5.22,103.8,98.1,5.7,0.333,0.158,0.518,0.468,13.8,28.7,73.1,0.252,0,4
270,2003,5.0,Detroit Pistons,50.0,32.0,3.68,104.1,99.9,4.2,0.322,0.237,0.523,0.473,13.3,25.9,74.0,0.248,0,3
271,2003,6.0,Indiana Pacers,48.0,34.0,3.49,104.6,100.8,3.8,0.344,0.169,0.522,0.469,13.7,29.0,72.3,0.263,0,1
272,2003,7.0,Portland Trail Blazers,50.0,32.0,2.61,105.5,102.6,2.9,0.3,0.177,0.531,0.489,14.5,30.2,72.3,0.223,0,0
273,2003,8.0,Utah Jazz,47.0,35.0,2.39,105.5,102.8,2.7,0.38,0.104,0.537,0.486,16.0,32.5,70.2,0.283,0,1
274,2003,9.0,Los Angeles Lakers,50.0,32.0,2.33,107.2,104.7,2.5,0.311,0.199,0.528,0.486,13.3,30.2,72.7,0.228,0,2
275,2003,10.0,Philadelphia 76ers,48.0,34.0,2.3,105.0,102.5,2.5,0.339,0.119,0.52,0.466,13.7,30.3,72.7,0.263,0,2
276,2003,11.0,Minnesota Timberwolves,51.0,31.0,2.07,106.1,103.8,2.3,0.268,0.118,0.528,0.488,12.9,28.2,72.9,0.206,0,1
277,2003,12.0,New Orleans Hornets,47.0,35.0,2.11,103.9,101.6,2.3,0.285,0.161,0.511,0.465,13.9,31.7,73.1,0.219,0,1
278,2003,13.0,Houston Rockets,43.0,39.0,1.48,104.3,102.6,1.7,0.316,0.196,0.522,0.474,14.8,30.3,72.4,0.243,0,0
279,2003,14.0,Phoenix Suns,44.0,38.0,1.13,103.7,102.5,1.2,0.285,0.17,0.514,0.473,13.7,29.7,70.3,0.211,0,1
280,2003,15.0,Orlando Magic,42.0,40.0,0.13,105.2,105.0,0.2,0.307,0.235,0.526,0.478,13.3,27.0,71.1,0.239,0,1
281,2003,16.0,Milwaukee Bucks,42.0,40.0,0.23,108.8,108.6,0.2,0.287,0.229,0.543,0.5,12.2,25.6,69.9,0.222,0,1
282,2003,17.0,Seattle SuperSonics,40.0,42.0,-0.12,103.7,103.9,-0.2,0.27,0.196,0.512,0.472,12.8,28.1,71.8,0.201,0,0
283,2003,18.0,Boston Celtics,44.0,38.0,-0.39,101.2,101.6,-0.4,0.306,0.331,0.514,0.47,13.4,23.6,72.5,0.227,0,2
284,2003,19.0,Washington Wizards,37.0,45.0,-1.01,103.0,104.1,-1.1,0.325,0.127,0.513,0.46,13.0,27.3,71.6,0.253,0,0
285,2003,20.0,Golden State Warriors,38.0,44.0,-1.13,108.3,109.5,-1.2,0.343,0.178,0.526,0.472,13.9,35.0,67.9,0.267,0,0
286,2003,21.0,New York Knicks,37.0,45.0,-1.35,104.7,106.2,-1.5,0.241,0.235,0.528,0.486,13.4,24.4,71.8,0.196,0,0
287,2003,22.0,Memphis Grizzlies,28.0,54.0,-3.23,103.9,107.3,-3.4,0.287,0.19,0.526,0.487,14.2,27.0,68.7,0.212,0,0
288,2003,23.0,Atlanta Hawks,35.0,47.0,-3.56,102.3,106.1,-3.8,0.313,0.177,0.527,0.476,15.7,27.9,70.4,0.248,0,0
289,2003,24.0,Los Angeles Clippers,27.0,55.0,-4.12,102.3,106.8,-4.5,0.335,0.182,0.516,0.467,14.8,29.1,70.2,0.252,0,0
290,2003,25.0,Chicago Bulls,30.0,52.0,-5.13,100.2,105.6,-5.4,0.3,0.148,0.512,0.471,15.4,27.7,69.5,0.217,0,0
291,2003,26.0,Miami Heat,25.0,57.0,-5.05,96.7,102.4,-5.7,0.259,0.169,0.483,0.439,13.8,26.8,73.9,0.198,0,0
292,2003,27.0,Toronto Raptors,24.0,58.0,-5.87,100.5,107.0,-6.5,0.282,0.179,0.497,0.458,13.6,28.2,70.7,0.203,0,0
293,2003,28.0,Denver Nuggets,17.0,65.0,-8.28,92.2,101.3,-9.1,0.283,0.126,0.469,0.428,17.1,31.3,73.3,0.198,0,0
294,2003,29.0,Cleveland Cavaliers,17.0,65.0,-9.62,96.5,106.7,-10.2,0.298,0.133,0.491,0.444,16.4,31.0,73.2,0.223,0,0
296,2004,1.0,San Antonio Spurs,57.0,25.0,7.22,102.2,94.1,8.1,0.322,0.177,0.511,0.473,14.1,29.5,74.6,0.219,0,2
297,2004,2.0,Detroit Pistons,54.0,28.0,5.84,102.0,95.4,6.6,0.328,0.153,0.511,0.461,14.7,30.1,71.8,0.247,1,4
298,2004,3.0,Indiana Pacers,61.0,21.0,5.76,103.8,97.2,6.6,0.319,0.203,0.52,0.471,14.1,28.5,73.9,0.243,0,3
299,2004,4.0,Minnesota Timberwolves,58.0,24.0,5.49,105.9,99.7,6.2,0.265,0.137,0.528,0.486,12.4,26.7,72.5,0.207,0,3
300,2004,5.0,Sacramento Kings,55.0,27.0,5.01,110.3,104.9,5.4,0.305,0.223,0.554,0.507,13.0,26.0,69.8,0.242,0,2
301,2004,6.0,Dallas Mavericks,52.0,30.0,4.44,112.1,107.4,4.7,0.256,0.201,0.536,0.495,11.1,31.4,71.6,0.204,0,1
302,2004,7.0,Los Angeles Lakers,56.0,26.0,3.9,105.5,101.3,4.2,0.352,0.167,0.522,0.481,12.8,28.1,73.3,0.244,0,4
303,2004,8.0,New Jersey Nets,47.0,35.0,2.5,100.8,98.0,2.8,0.291,0.176,0.515,0.471,14.4,25.9,73.9,0.219,0,2
304,2004,9.0,Memphis Grizzlies,50.0,32.0,2.44,104.8,102.2,2.6,0.322,0.197,0.522,0.479,13.9,29.5,68.4,0.234,0,1
305,2004,10.0,Houston Rockets,45.0,37.0,1.73,100.9,99.0,1.9,0.286,0.227,0.528,0.484,16.4,26.5,74.5,0.221,0,1
306,2004,11.0,Denver Nuggets,43.0,39.0,1.07,103.9,102.7,1.2,0.319,0.146,0.517,0.467,14.2,30.5,69.3,0.245,0,1
307,2004,12.0,Milwaukee Bucks,41.0,41.0,1.06,106.5,105.4,1.1,0.33,0.172,0.528,0.477,12.7,27.6,71.8,0.255,0,1
308,2004,13.0,Miami Heat,42.0,40.0,0.52,102.2,101.7,0.5,0.298,0.211,0.51,0.463,13.5,27.4,73.4,0.227,0,2
309,2004,14.0,New Orleans Hornets,41.0,41.0,-0.1,102.3,102.4,-0.1,0.293,0.252,0.505,0.46,14.1,30.6,71.3,0.22,0,1
310,2004,15.0,Seattle SuperSonics,37.0,45.0,-0.63,107.3,108.0,-0.7,0.27,0.294,0.54,0.501,13.9,27.2,68.5,0.207,0,0
311,2004,16.0,Golden State Warriors,37.0,45.0,-0.73,103.0,103.8,-0.8,0.311,0.197,0.517,0.475,14.1,28.4,72.1,0.226,0,0
312,2004,17.0,Portland Trail Blazers,41.0,41.0,-1.27,103.7,105.1,-1.4,0.267,0.17,0.515,0.478,14.4,31.2,70.0,0.195,0,0
313,2004,18.0,Utah Jazz,42.0,40.0,-1.22,101.9,103.3,-1.4,0.356,0.127,0.509,0.456,16.1,34.1,72.4,0.266,0,0
314,2004,19.0,Boston Celtics,36.0,46.0,-1.45,102.1,103.7,-1.6,0.327,0.249,0.532,0.486,15.4,25.2,69.5,0.245,0,1
315,2004,20.0,New York Knicks,39.0,43.0,-1.48,101.7,103.3,-1.6,0.266,0.171,0.518,0.474,15.1,28.0,72.8,0.211,0,1
316,2004,21.0,Philadelphia 76ers,33.0,49.0,-2.49,99.1,101.9,-2.8,0.321,0.158,0.505,0.456,15.5,28.2,70.7,0.242,0,0
317,2004,22.0,Cleveland Cavaliers,35.0,47.0,-2.62,101.4,104.2,-2.8,0.301,0.116,0.498,0.451,13.7,31.1,73.0,0.226,0,0
318,2004,23.0,Toronto Raptors,33.0,49.0,-3.01,97.0,100.4,-3.4,0.26,0.204,0.495,0.454,14.1,23.8,70.1,0.195,0,0
319,2004,24.0,Phoenix Suns,29.0,53.0,-3.74,101.4,105.5,-4.1,0.28,0.18,0.515,0.475,14.3,26.6,69.9,0.209,0,0
320,2004,25.0,Los Angeles Clippers,28.0,54.0,-4.59,103.5,108.5,-5.0,0.35,0.156,0.512,0.453,15.0,32.8,70.0,0.275,0,0
321,2004,26.0,Atlanta Hawks,28.0,54.0,-4.65,101.0,106.1,-5.1,0.303,0.191,0.514,0.465,15.4,28.6,70.5,0.235,0,0
322,2004,27.0,Washington Wizards,25.0,57.0,-5.63,98.8,104.8,-6.0,0.337,0.194,0.5,0.454,16.0,30.7,69.5,0.241,0,0
323,2004,28.0,Chicago Bulls,23.0,59.0,-6.35,96.6,103.4,-6.8,0.272,0.186,0.486,0.446,14.9,28.1,71.4,0.197,0,0
324,2004,29.0,Orlando Magic,21.0,61.0,-7.02,102.7,110.4,-7.7,0.296,0.184,0.504,0.461,12.8,28.1,68.7,0.218,0,0
326,2005,1.0,San Antonio Spurs,59.0,23.0,7.8,107.5,98.8,8.7,0.329,0.216,0.534,0.492,13.2,29.1,73.6,0.238,1,4
327,2005,2.0,Phoenix Suns,62.0,20.0,7.12,114.5,107.1,7.4,0.296,0.289,0.571,0.534,12.4,27.5,68.3,0.222,0,3
328,2005,3.0,Miami Heat,59.0,23.0,6.52,110.2,103.1,7.1,0.387,0.198,0.559,0.524,13.1,27.0,74.1,0.26,0,3
329,2005,4.0,Dallas Mavericks,58.0,24.0,5.74,110.3,104.1,6.2,0.346,0.19,0.545,0.492,12.5,28.6,70.2,0.273,0,2
330,2005,5.0,Houston Rockets,51.0,31.0,4.04,106.2,101.7,4.5,0.309,0.237,0.534,0.486,13.5,26.3,74.5,0.242,0,1
331,2005,6.0,Detroit Pistons,54.0,28.0,3.87,105.6,101.2,4.4,0.335,0.164,0.519,0.472,13.3,31.2,73.0,0.247,0,4
332,2005,7.0,Seattle SuperSonics,52.0,30.0,2.29,112.2,109.6,2.6,0.328,0.281,0.546,0.495,13.0,32.4,71.3,0.259,0,2
333,2005,8.0,Memphis Grizzlies,45.0,37.0,2.29,105.5,102.9,2.6,0.323,0.237,0.535,0.489,14.3,27.1,69.9,0.243,0,1
334,2005,9.0,Sacramento Kings,50.0,32.0,2.16,110.5,108.2,2.3,0.287,0.2,0.541,0.496,12.0,28.8,69.0,0.226,0,1
335,2005,10.0,Denver Nuggets,49.0,33.0,2.02,106.0,103.9,2.1,0.35,0.142,0.535,0.483,13.8,28.4,71.7,0.267,0,1
336,2005,11.0,Minnesota Timberwolves,44.0,38.0,1.45,108.2,106.6,1.6,0.275,0.173,0.534,0.489,12.7,28.6,71.4,0.219,0,0
337,2005,12.0,Chicago Bulls,47.0,35.0,1.06,101.4,100.3,1.1,0.311,0.217,0.517,0.471,15.5,28.4,72.6,0.233,0,1
338,2005,13.0,Boston Celtics,45.0,37.0,0.87,107.5,106.6,0.9,0.357,0.192,0.551,0.501,14.7,27.2,70.1,0.273,0,1
339,2005,14.0,Cleveland Cavaliers,42.0,40.0,0.79,106.6,105.7,0.9,0.325,0.135,0.518,0.47,13.0,32.5,71.5,0.244,0,0
340,2005,15.0,Indiana Pacers,44.0,38.0,0.76,105.5,104.6,0.9,0.358,0.255,0.534,0.476,14.1,26.4,71.3,0.283,0,2
341,2005,16.0,Washington Wizards,45.0,37.0,-0.33,107.2,107.5,-0.3,0.364,0.22,0.523,0.474,12.9,31.1,70.0,0.264,0,2
342,2005,17.0,Philadelphia 76ers,43.0,39.0,-0.74,103.5,104.3,-0.8,0.326,0.216,0.528,0.475,14.2,25.4,72.7,0.257,0,1
343,2005,18.0,Los Angeles Clippers,37.0,45.0,-0.77,105.5,106.4,-0.9,0.357,0.105,0.533,0.477,14.9,30.3,71.3,0.278,0,0
344,2005,19.0,New Jersey Nets,42.0,40.0,-1.5,101.4,103.1,-1.7,0.318,0.187,0.512,0.463,13.7,25.5,73.2,0.242,0,1
345,2005,20.0,Toronto Raptors,33.0,49.0,-1.62,106.9,108.7,-1.8,0.316,0.253,0.539,0.492,12.5,23.7,71.1,0.244,0,0
346,2005,21.0,Golden State Warriors,34.0,48.0,-2.16,104.7,106.9,-2.2,0.278,0.252,0.512,0.475,12.3,27.8,69.7,0.201,0,0
347,2005,22.0,Orlando Magic,36.0,46.0,-2.24,104.9,107.3,-2.4,0.35,0.137,0.529,0.478,14.6,29.9,71.3,0.265,0,0
348,2005,23.0,New York Knicks,33.0,49.0,-2.44,106.2,108.9,-2.7,0.312,0.188,0.531,0.485,13.8,28.3,71.2,0.239,0,0
349,2005,24.0,Milwaukee Bucks,30.0,52.0,-2.99,106.6,109.8,-3.2,0.339,0.141,0.527,0.475,13.0,29.0,72.0,0.261,0,0
350,2005,25.0,Los Angeles Lakers,34.0,48.0,-2.96,108.1,111.4,-3.3,0.322,0.273,0.535,0.485,13.4,29.5,71.1,0.251,0,0
351,2005,26.0,Portland Trail Blazers,27.0,55.0,-4.0,103.2,107.7,-4.5,0.303,0.181,0.524,0.484,15.2,29.6,67.7,0.219,0,0
352,2005,27.0,Utah Jazz,26.0,56.0,-4.27,104.7,109.5,-4.8,0.361,0.121,0.522,0.469,15.0,31.9,72.3,0.273,0,0
353,2005,28.0,Charlotte Bobcats,18.0,64.0,-5.99,101.1,107.5,-6.4,0.306,0.128,0.497,0.455,13.3,29.5,70.9,0.217,0,0
